,Exp #,Batch,Mesh #,Velocity,Density,Exp Complete?
1653,1653,11,3,0.15,2,True
1654,1654,11,3,0.25,2,True
1655,1655,11,3,0.35,2,True
1656,1656,11,3,0.05,3,True
1657,1657,11,3,0.15,3,True
1658,1658,11,3,0.25,3,True
1659,1659,11,3,0.35,3,True
1660,1660,11,3,0.05,4,True
1661,1661,11,3,0.15,4,True
1662,1662,11,3,0.25,4,True
1663,1663,11,3,0.35,4,True
1664,1664,11,4,0.05,1,True
1665,1665,11,4,0.15,1,True
1666,1666,11,4,0.25,1,True
1667,1667,11,4,0.35,1,True
1668,1668,11,4,0.05,2,True
1669,1669,11,4,0.15,2,True
1670,1670,11,4,0.25,2,True
1671,1671,11,4,0.35,2,True
1672,1672,11,4,0.05,3,True
1673,1673,11,4,0.15,3,True
1674,1674,11,4,0.25,3,True
1675,1675,11,4,0.35,3,True
1676,1676,11,4,0.05,4,True
1677,1677,11,4,0.15,4,True
1678,1678,11,4,0.25,4,True
1679,1679,11,4,0.35,4,True
1680,1680,11,5,0.05,1,True
1681,1681,11,5,0.15,1,True
1682,1682,11,5,0.25,1,True
1683,1683,11,5,0.35,1,True
1684,1684,11,5,0.05,2,True
1685,1685,11,5,0.15,2,True
1686,1686,11,5,0.25,2,True
1687,1687,11,5,0.35,2,True
1688,1688,11,5,0.05,3,True
1689,1689,11,5,0.15,3,True
1690,1690,11,5,0.25,3,True
1691,1691,11,5,0.35,3,True
1692,1692,11,5,0.05,4,True
1693,1693,11,5,0.15,4,True
1694,1694,11,5,0.25,4,True
1695,1695,11,5,0.35,4,True
1696,1696,11,6,0.05,1,True
1697,1697,11,6,0.15,1,True
1698,1698,11,6,0.25,1,True
1699,1699,11,6,0.35,1,True
1700,1700,11,6,0.05,2,True
1701,1701,11,6,0.15,2,True
1702,1702,11,6,0.25,2,False
1703,1703,11,6,0.35,2,False
1704,1704,11,6,0.05,3,False
1705,1705,11,6,0.15,3,False
1706,1706,11,6,0.25,3,False
1707,1707,11,6,0.35,3,False
1708,1708,11,6,0.05,4,False
1709,1709,11,6,0.15,4,False
1710,1710,11,6,0.25,4,False
1711,1711,11,6,0.35,4,False
1712,1712,11,7,0.05,1,True
1713,1713,11,7,0.15,1,True
1714,1714,11,7,0.25,1,True
1715,1715,11,7,0.35,1,True
1716,1716,11,7,0.05,2,True
1717,1717,11,7,0.15,2,True
1718,1718,11,7,0.25,2,True
1719,1719,11,7,0.35,2,True
1720,1720,11,7,0.05,3,True
1721,1721,11,7,0.15,3,True
1722,1722,11,7,0.25,3,True
1723,1723,11,7,0.35,3,True
1724,1724,11,7,0.05,4,True
1725,1725,11,7,0.15,4,True
1726,1726,11,7,0.25,4,True
1727,1727,11,7,0.35,4,True
1728,1728,11,8,0.05,1,True
1729,1729,11,8,0.15,1,True
1730,1730,11,8,0.25,1,True
1731,1731,11,8,0.35,1,True
1732,1732,11,8,0.05,2,True
1733,1733,11,8,0.15,2,True
1734,1734,11,8,0.25,2,True
1735,1735,11,8,0.35,2,False
1736,1736,11,8,0.05,3,False
1737,1737,11,8,0.15,3,False
1738,1738,11,8,0.25,3,False
1739,1739,11,8,0.35,3,False
1740,1740,11,8,0.05,4,False
1741,1741,11,8,0.15,4,False
1742,1742,11,8,0.25,4,False
1743,1743,11,8,0.35,4,False
1744,1744,11,9,0.05,1,True
1745,1745,11,9,0.15,1,True
1746,1746,11,9,0.25,1,True
1747,1747,11,9,0.35,1,True
1748,1748,11,9,0.05,2,True
1749,1749,11,9,0.15,2,True
1750,1750,11,9,0.25,2,True
1751,1751,11,9,0.35,2,True
1752,1752,11,9,0.05,3,True
1753,1753,11,9,0.15,3,True
1754,1754,11,9,0.25,3,True
1755,1755,11,9,0.35,3,True
1756,1756,11,9,0.05,4,True
1757,1757,11,9,0.15,4,True
1758,1758,11,9,0.25,4,True
1759,1759,11,9,0.35,4,True
1760,1760,12,0,0.05,1,True
1761,1761,12,0,0.15,1,True
1762,1762,12,0,0.25,1,True
1763,1763,12,0,0.35,1,True
1764,1764,12,0,0.05,2,True
1765,1765,12,0,0.15,2,True
1766,1766,12,0,0.25,2,True
1767,1767,12,0,0.35,2,True
1768,1768,12,0,0.05,3,True
1769,1769,12,0,0.15,3,True
1770,1770,12,0,0.25,3,True
1771,1771,12,0,0.35,3,True
1772,1772,12,0,0.05,4,True
1773,1773,12,0,0.15,4,True
1774,1774,12,0,0.25,4,True
1775,1775,12,0,0.35,4,True
1776,1776,12,1,0.05,1,True
1777,1777,12,1,0.15,1,True
1778,1778,12,1,0.25,1,True
1779,1779,12,1,0.35,1,False
1780,1780,12,1,0.05,2,False
1781,1781,12,1,0.15,2,False
1782,1782,12,1,0.25,2,False
1783,1783,12,1,0.35,2,False
1784,1784,12,1,0.05,3,False
1785,1785,12,1,0.15,3,False
1786,1786,12,1,0.25,3,False
1787,1787,12,1,0.35,3,False
1788,1788,12,1,0.05,4,False
1789,1789,12,1,0.15,4,False
1790,1790,12,1,0.25,4,False
1791,1791,12,1,0.35,4,False
1792,1792,12,2,0.05,1,True
1793,1793,12,2,0.15,1,True
1794,1794,12,2,0.25,1,True
1795,1795,12,2,0.35,1,True
1796,1796,12,2,0.05,2,True
1797,1797,12,2,0.15,2,True
1798,1798,12,2,0.25,2,True
1799,1799,12,2,0.35,2,True
1800,1800,12,2,0.05,3,True
1801,1801,12,2,0.15,3,True
1802,1802,12,2,0.25,3,True
1803,1803,12,2,0.35,3,True
1804,1804,12,2,0.05,4,True
1805,1805,12,2,0.15,4,True
1806,1806,12,2,0.25,4,True
1807,1807,12,2,0.35,4,False
1808,1808,12,3,0.05,1,True
1809,1809,12,3,0.15,1,True
1810,1810,12,3,0.25,1,True
1811,1811,12,3,0.35,1,True
1812,1812,12,3,0.05,2,True
1813,1813,12,3,0.15,2,True
1814,1814,12,3,0.25,2,True
1815,1815,12,3,0.35,2,True
1816,1816,12,3,0.05,3,True
1817,1817,12,3,0.15,3,True
1818,1818,12,3,0.25,3,True
1819,1819,12,3,0.35,3,True
1820,1820,12,3,0.05,4,True
1821,1821,12,3,0.15,4,True
1822,1822,12,3,0.25,4,True
1823,1823,12,3,0.35,4,True
1824,1824,12,4,0.05,1,True
1825,1825,12,4,0.15,1,True
1826,1826,12,4,0.25,1,True
1827,1827,12,4,0.35,1,True
1828,1828,12,4,0.05,2,True
1829,1829,12,4,0.15,2,True
1830,1830,12,4,0.25,2,True
1831,1831,12,4,0.35,2,True
1832,1832,12,4,0.05,3,True
1833,1833,12,4,0.15,3,True
1834,1834,12,4,0.25,3,True
1835,1835,12,4,0.35,3,True
1836,1836,12,4,0.05,4,True
1837,1837,12,4,0.15,4,True
1838,1838,12,4,0.25,4,True
1839,1839,12,4,0.35,4,False
1840,1840,12,5,0.05,1,True
1841,1841,12,5,0.15,1,False
1842,1842,12,5,0.25,1,False
1843,1843,12,5,0.35,1,False
1844,1844,12,5,0.05,2,False
1845,1845,12,5,0.15,2,False
1846,1846,12,5,0.25,2,False
1847,1847,12,5,0.35,2,False
1848,1848,12,5,0.05,3,False
1849,1849,12,5,0.15,3,False
1850,1850,12,5,0.25,3,False
1851,1851,12,5,0.35,3,False
1852,1852,12,5,0.05,4,False
1853,1853,12,5,0.15,4,False
1854,1854,12,5,0.25,4,False
1855,1855,12,5,0.35,4,False
1856,1856,12,6,0.05,1,True
1857,1857,12,6,0.15,1,True
1858,1858,12,6,0.25,1,True
1859,1859,12,6,0.35,1,True
1860,1860,12,6,0.05,2,True
1861,1861,12,6,0.15,2,True
1862,1862,12,6,0.25,2,True
1863,1863,12,6,0.35,2,True
1864,1864,12,6,0.05,3,True
1865,1865,12,6,0.15,3,False
1866,1866,12,6,0.25,3,False
1867,1867,12,6,0.35,3,False
1868,1868,12,6,0.05,4,False
1869,1869,12,6,0.15,4,False
1870,1870,12,6,0.25,4,False
1871,1871,12,6,0.35,4,False
1872,1872,12,7,0.05,1,True
1873,1873,12,7,0.15,1,True
1874,1874,12,7,0.25,1,True
1875,1875,12,7,0.35,1,True
1876,1876,12,7,0.05,2,True
1877,1877,12,7,0.15,2,True
1878,1878,12,7,0.25,2,False
1879,1879,12,7,0.35,2,False
1880,1880,12,7,0.05,3,False
1881,1881,12,7,0.15,3,False
1882,1882,12,7,0.25,3,False
1883,1883,12,7,0.35,3,False
1884,1884,12,7,0.05,4,False
1885,1885,12,7,0.15,4,False
1886,1886,12,7,0.25,4,False
1887,1887,12,7,0.35,4,False
1888,1888,12,8,0.05,1,True
1889,1889,12,8,0.15,1,False
1890,1890,12,8,0.25,1,False
1891,1891,12,8,0.35,1,False
1892,1892,12,8,0.05,2,False
1893,1893,12,8,0.15,2,False
1894,1894,12,8,0.25,2,False
1895,1895,12,8,0.35,2,False
1896,1896,12,8,0.05,3,False
1897,1897,12,8,0.15,3,False
1898,1898,12,8,0.25,3,False
1899,1899,12,8,0.35,3,False
1900,1900,12,8,0.05,4,False
1901,1901,12,8,0.15,4,False
1902,1902,12,8,0.25,4,False
1903,1903,12,8,0.35,4,False
1904,1904,12,9,0.05,1,True
1905,1905,12,9,0.15,1,True
1906,1906,12,9,0.25,1,True
1907,1907,12,9,0.35,1,True
1908,1908,12,9,0.05,2,True
1909,1909,12,9,0.15,2,True
1910,1910,12,9,0.25,2,False
1911,1911,12,9,0.35,2,False
1912,1912,12,9,0.05,3,False
1913,1913,12,9,0.15,3,False
1914,1914,12,9,0.25,3,False
1915,1915,12,9,0.35,3,False
1916,1916,12,9,0.05,4,False
1917,1917,12,9,0.15,4,False
1918,1918,12,9,0.25,4,False
1919,1919,12,9,0.35,4,False
1920,1920,13,0,0.05,1,True
1921,1921,13,0,0.15,1,True
1922,1922,13,0,0.25,1,True
1923,1923,13,0,0.35,1,True
1924,1924,13,0,0.05,2,True
1925,1925,13,0,0.15,2,True
1926,1926,13,0,0.25,2,True
1927,1927,13,0,0.35,2,True
1928,1928,13,0,0.05,3,True
1929,1929,13,0,0.15,3,True
1930,1930,13,0,0.25,3,True
1931,1931,13,0,0.35,3,True
1932,1932,13,0,0.05,4,True
1933,1933,13,0,0.15,4,True
1934,1934,13,0,0.25,4,True
1935,1935,13,0,0.35,4,True
1936,1936,13,1,0.05,1,True
1937,1937,13,1,0.15,1,True
1938,1938,13,1,0.25,1,True
1939,1939,13,1,0.35,1,True
1940,1940,13,1,0.05,2,True
1941,1941,13,1,0.15,2,True
1942,1942,13,1,0.25,2,True
1943,1943,13,1,0.35,2,True
1944,1944,13,1,0.05,3,True
1945,1945,13,1,0.15,3,True
1946,1946,13,1,0.25,3,True
1947,1947,13,1,0.35,3,False
1948,1948,13,1,0.05,4,False
1949,1949,13,1,0.15,4,False
1950,1950,13,1,0.25,4,False
1951,1951,13,1,0.35,4,False
1952,1952,13,2,0.05,1,True
1953,1953,13,2,0.15,1,True
1954,1954,13,2,0.25,1,True
1955,1955,13,2,0.35,1,True
1956,1956,13,2,0.05,2,True
1957,1957,13,2,0.15,2,True
1958,1958,13,2,0.25,2,True
1959,1959,13,2,0.35,2,True
1960,1960,13,2,0.05,3,True
1961,1961,13,2,0.15,3,True
1962,1962,13,2,0.25,3,True
1963,1963,13,2,0.35,3,True
1964,1964,13,2,0.05,4,True
1965,1965,13,2,0.15,4,True
1966,1966,13,2,0.25,4,True
1967,1967,13,2,0.35,4,True
1968,1968,13,3,0.05,1,True
1969,1969,13,3,0.15,1,True
1970,1970,13,3,0.25,1,True
1971,1971,13,3,0.35,1,True
1972,1972,13,3,0.05,2,True
1973,1973,13,3,0.15,2,True
1974,1974,13,3,0.25,2,True
1975,1975,13,3,0.35,2,True
1976,1976,13,3,0.05,3,True
1977,1977,13,3,0.15,3,True
1978,1978,13,3,0.25,3,True
1979,1979,13,3,0.35,3,True
1980,1980,13,3,0.05,4,True
1981,1981,13,3,0.15,4,True
1982,1982,13,3,0.25,4,True
1983,1983,13,3,0.35,4,True
1984,1984,13,4,0.05,1,True
1985,1985,13,4,0.15,1,True
1986,1986,13,4,0.25,1,True
1987,1987,13,4,0.35,1,True
1988,1988,13,4,0.05,2,True
1989,1989,13,4,0.15,2,True
1990,1990,13,4,0.25,2,True
1991,1991,13,4,0.35,2,True
1992,1992,13,4,0.05,3,True
1993,1993,13,4,0.15,3,True
1994,1994,13,4,0.25,3,True
1995,1995,13,4,0.35,3,True
1996,1996,13,4,0.05,4,True
1997,1997,13,4,0.15,4,True
1998,1998,13,4,0.25,4,True
1999,1999,13,4,0.35,4,True
2000,2000,13,5,0.05,1,True
2001,2001,13,5,0.15,1,True
2002,2002,13,5,0.25,1,True
2003,2003,13,5,0.35,1,True
2004,2004,13,5,0.05,2,True
2005,2005,13,5,0.15,2,True
2006,2006,13,5,0.25,2,True
2007,2007,13,5,0.35,2,True
2008,2008,13,5,0.05,3,True
2009,2009,13,5,0.15,3,True
2010,2010,13,5,0.25,3,True
2011,2011,13,5,0.35,3,True
2012,2012,13,5,0.05,4,False
2013,2013,13,5,0.15,4,False
2014,2014,13,5,0.25,4,False
2015,2015,13,5,0.35,4,False
2016,2016,13,6,0.05,1,True
2017,2017,13,6,0.15,1,True
2018,2018,13,6,0.25,1,True
2019,2019,13,6,0.35,1,True
2020,2020,13,6,0.05,2,False
2021,2021,13,6,0.15,2,False
2022,2022,13,6,0.25,2,False
2023,2023,13,6,0.35,2,False
2024,2024,13,6,0.05,3,False
2025,2025,13,6,0.15,3,False
2026,2026,13,6,0.25,3,False
2027,2027,13,6,0.35,3,False
2028,2028,13,6,0.05,4,False
2029,2029,13,6,0.15,4,False
2030,2030,13,6,0.25,4,False
2031,2031,13,6,0.35,4,False
2032,2032,13,7,0.05,1,True
2033,2033,13,7,0.15,1,True
2034,2034,13,7,0.25,1,True
2035,2035,13,7,0.35,1,True
2036,2036,13,7,0.05,2,True
2037,2037,13,7,0.15,2,True
2038,2038,13,7,0.25,2,True
2039,2039,13,7,0.35,2,True
2040,2040,13,7,0.05,3,True
2041,2041,13,7,0.15,3,True
2042,2042,13,7,0.25,3,True
2043,2043,13,7,0.35,3,True
2044,2044,13,7,0.05,4,True
2045,2045,13,7,0.15,4,True
2046,2046,13,7,0.25,4,True
2047,2047,13,7,0.35,4,True
2048,2048,13,8,0.05,1,True
2049,2049,13,8,0.15,1,True
2050,2050,13,8,0.25,1,True
2051,2051,13,8,0.35,1,True
2052,2052,13,8,0.05,2,True
2053,2053,13,8,0.15,2,True
2054,2054,13,8,0.25,2,True
2055,2055,13,8,0.35,2,True
2056,2056,13,8,0.05,3,True
2057,2057,13,8,0.15,3,True
2058,2058,13,8,0.25,3,True
2059,2059,13,8,0.35,3,True
2060,2060,13,8,0.05,4,True
2061,2061,13,8,0.15,4,True
2062,2062,13,8,0.25,4,True
2063,2063,13,8,0.35,4,True
2064,2064,13,9,0.05,1,True
2065,2065,13,9,0.15,1,True
2066,2066,13,9,0.25,1,True
2067,2067,13,9,0.35,1,True
2068,2068,13,9,0.05,2,True
2069,2069,13,9,0.15,2,True
2070,2070,13,9,0.25,2,True
2071,2071,13,9,0.35,2,True
2072,2072,13,9,0.05,3,True
2073,2073,13,9,0.15,3,True
2074,2074,13,9,0.25,3,True
2075,2075,13,9,0.35,3,True
2076,2076,13,9,0.05,4,True
2077,2077,13,9,0.15,4,False
2078,2078,13,9,0.25,4,False
2079,2079,13,9,0.35,4,False
2080,2080,14,0,0.05,1,True
2081,2081,14,0,0.15,1,True
2082,2082,14,0,0.25,1,True
2083,2083,14,0,0.35,1,True
2084,2084,14,0,0.05,2,True
2085,2085,14,0,0.15,2,True
2086,2086,14,0,0.25,2,True
2087,2087,14,0,0.35,2,True
2088,2088,14,0,0.05,3,True
2089,2089,14,0,0.15,3,True
2090,2090,14,0,0.25,3,True
2091,2091,14,0,0.35,3,True
2092,2092,14,0,0.05,4,True
2093,2093,14,0,0.15,4,True
2094,2094,14,0,0.25,4,True
2095,2095,14,0,0.35,4,True
2096,2096,14,1,0.05,1,True
2097,2097,14,1,0.15,1,True
2098,2098,14,1,0.25,1,True
2099,2099,14,1,0.35,1,True
2100,2100,14,1,0.05,2,True
2101,2101,14,1,0.15,2,True
2102,2102,14,1,0.25,2,True
2103,2103,14,1,0.35,2,True
2104,2104,14,1,0.05,3,True
2105,2105,14,1,0.15,3,True
2106,2106,14,1,0.25,3,True
2107,2107,14,1,0.35,3,True
2108,2108,14,1,0.05,4,True
2109,2109,14,1,0.15,4,True
2110,2110,14,1,0.25,4,True
2111,2111,14,1,0.35,4,True
2112,2112,14,2,0.05,1,True
2113,2113,14,2,0.15,1,True
2114,2114,14,2,0.25,1,True
2115,2115,14,2,0.35,1,True
2116,2116,14,2,0.05,2,True
2117,2117,14,2,0.15,2,True
2118,2118,14,2,0.25,2,True
2119,2119,14,2,0.35,2,True
2120,2120,14,2,0.05,3,True
2121,2121,14,2,0.15,3,True
2122,2122,14,2,0.25,3,True
2123,2123,14,2,0.35,3,True
2124,2124,14,2,0.05,4,True
2125,2125,14,2,0.15,4,True
2126,2126,14,2,0.25,4,True
2127,2127,14,2,0.35,4,True
2128,2128,14,3,0.05,1,True
2129,2129,14,3,0.15,1,True
2130,2130,14,3,0.25,1,True
2131,2131,14,3,0.35,1,True
2132,2132,14,3,0.05,2,True
2133,2133,14,3,0.15,2,True
2134,2134,14,3,0.25,2,True
2135,2135,14,3,0.35,2,False
2136,2136,14,3,0.05,3,False
2137,2137,14,3,0.15,3,False
2138,2138,14,3,0.25,3,False
2139,2139,14,3,0.35,3,False
2140,2140,14,3,0.05,4,False
2141,2141,14,3,0.15,4,False
2142,2142,14,3,0.25,4,False
2143,2143,14,3,0.35,4,False
2144,2144,14,4,0.05,1,True
2145,2145,14,4,0.15,1,True
2146,2146,14,4,0.25,1,True
2147,2147,14,4,0.35,1,True
2148,2148,14,4,0.05,2,True
2149,2149,14,4,0.15,2,True
2150,2150,14,4,0.25,2,True
2151,2151,14,4,0.35,2,True
2152,2152,14,4,0.05,3,True
2153,2153,14,4,0.15,3,True
2154,2154,14,4,0.25,3,True
2155,2155,14,4,0.35,3,True
2156,2156,14,4,0.05,4,True
2157,2157,14,4,0.15,4,True
2158,2158,14,4,0.25,4,True
2159,2159,14,4,0.35,4,True
2160,2160,14,5,0.05,1,True
2161,2161,14,5,0.15,1,True
2162,2162,14,5,0.25,1,True
2163,2163,14,5,0.35,1,True
2164,2164,14,5,0.05,2,True
2165,2165,14,5,0.15,2,True
2166,2166,14,5,0.25,2,True
2167,2167,14,5,0.35,2,True
2168,2168,14,5,0.05,3,True
2169,2169,14,5,0.15,3,True
2170,2170,14,5,0.25,3,True
2171,2171,14,5,0.35,3,True
2172,2172,14,5,0.05,4,True
2173,2173,14,5,0.15,4,True
2174,2174,14,5,0.25,4,True
2175,2175,14,5,0.35,4,True
2176,2176,14,6,0.05,1,True
2177,2177,14,6,0.15,1,True
2178,2178,14,6,0.25,1,True
2179,2179,14,6,0.35,1,True
2180,2180,14,6,0.05,2,True
2181,2181,14,6,0.15,2,True
2182,2182,14,6,0.25,2,True
2183,2183,14,6,0.35,2,True
2184,2184,14,6,0.05,3,True
2185,2185,14,6,0.15,3,True
2186,2186,14,6,0.25,3,True
2187,2187,14,6,0.35,3,True
2188,2188,14,6,0.05,4,True
2189,2189,14,6,0.15,4,True
2190,2190,14,6,0.25,4,True
2191,2191,14,6,0.35,4,True
2192,2192,14,7,0.05,1,True
2193,2193,14,7,0.15,1,True
2194,2194,14,7,0.25,1,True
2195,2195,14,7,0.35,1,True
2196,2196,14,7,0.05,2,True
2197,2197,14,7,0.15,2,True
2198,2198,14,7,0.25,2,True
2199,2199,14,7,0.35,2,True
2200,2200,14,7,0.05,3,True
2201,2201,14,7,0.15,3,True
2202,2202,14,7,0.25,3,True
2203,2203,14,7,0.35,3,True
2204,2204,14,7,0.05,4,True
2205,2205,14,7,0.15,4,True
2206,2206,14,7,0.25,4,True
2207,2207,14,7,0.35,4,True
2208,2208,14,8,0.05,1,True
2209,2209,14,8,0.15,1,True
2210,2210,14,8,0.25,1,True
2211,2211,14,8,0.35,1,True
2212,2212,14,8,0.05,2,True
2213,2213,14,8,0.15,2,True
2214,2214,14,8,0.25,2,True
2215,2215,14,8,0.35,2,True
2216,2216,14,8,0.05,3,True
2217,2217,14,8,0.15,3,True
2218,2218,14,8,0.25,3,True
2219,2219,14,8,0.35,3,True
2220,2220,14,8,0.05,4,True
2221,2221,14,8,0.15,4,True
2222,2222,14,8,0.25,4,True
2223,2223,14,8,0.35,4,True
2224,2224,14,9,0.05,1,True
2225,2225,14,9,0.15,1,True
2226,2226,14,9,0.25,1,True
2227,2227,14,9,0.35,1,True
2228,2228,14,9,0.05,2,True
2229,2229,14,9,0.15,2,True
2230,2230,14,9,0.25,2,True
2231,2231,14,9,0.35,2,True
2232,2232,14,9,0.05,3,True
2233,2233,14,9,0.15,3,True
2234,2234,14,9,0.25,3,True
2235,2235,14,9,0.35,3,True
2236,2236,14,9,0.05,4,True
2237,2237,14,9,0.15,4,True
2238,2238,14,9,0.25,4,True
2239,2239,14,9,0.35,4,True
2240,2240,15,0,0.05,1,True
2241,2241,15,0,0.15,1,True
2242,2242,15,0,0.25,1,True
2243,2243,15,0,0.35,1,True
2244,2244,15,0,0.05,2,True
2245,2245,15,0,0.15,2,True
2246,2246,15,0,0.25,2,True
2247,2247,15,0,0.35,2,True
2248,2248,15,0,0.05,3,True
2249,2249,15,0,0.15,3,True
2250,2250,15,0,0.25,3,True
2251,2251,15,0,0.35,3,True
2252,2252,15,0,0.05,4,True
2253,2253,15,0,0.15,4,True
2254,2254,15,0,0.25,4,True
2255,2255,15,0,0.35,4,True
2256,2256,15,1,0.05,1,True
2257,2257,15,1,0.15,1,True
2258,2258,15,1,0.25,1,True
2259,2259,15,1,0.35,1,True
2260,2260,15,1,0.05,2,True
2261,2261,15,1,0.15,2,True
2262,2262,15,1,0.25,2,True
2263,2263,15,1,0.35,2,True
2264,2264,15,1,0.05,3,True
2265,2265,15,1,0.15,3,True
2266,2266,15,1,0.25,3,True
2267,2267,15,1,0.35,3,True
2268,2268,15,1,0.05,4,True
2269,2269,15,1,0.15,4,True
2270,2270,15,1,0.25,4,True
2271,2271,15,1,0.35,4,True
2272,2272,15,2,0.05,1,True
2273,2273,15,2,0.15,1,True
2274,2274,15,2,0.25,1,True
2275,2275,15,2,0.35,1,True
2276,2276,15,2,0.05,2,True
2277,2277,15,2,0.15,2,True
2278,2278,15,2,0.25,2,True
2279,2279,15,2,0.35,2,True
2280,2280,15,2,0.05,3,True
2281,2281,15,2,0.15,3,True
2282,2282,15,2,0.25,3,True
2283,2283,15,2,0.35,3,True
2284,2284,15,2,0.05,4,True
2285,2285,15,2,0.15,4,True
2286,2286,15,2,0.25,4,True
2287,2287,15,2,0.35,4,True
2288,2288,15,3,0.05,1,True
2289,2289,15,3,0.15,1,True
2290,2290,15,3,0.25,1,True
2291,2291,15,3,0.35,1,True
2292,2292,15,3,0.05,2,True
2293,2293,15,3,0.15,2,True
2294,2294,15,3,0.25,2,True
2295,2295,15,3,0.35,2,True
2296,2296,15,3,0.05,3,True
2297,2297,15,3,0.15,3,True
2298,2298,15,3,0.25,3,True
2299,2299,15,3,0.35,3,True
2300,2300,15,3,0.05,4,True
2301,2301,15,3,0.15,4,True
2302,2302,15,3,0.25,4,True
2303,2303,15,3,0.35,4,True
2304,2304,15,4,0.05,1,True
2305,2305,15,4,0.15,1,True
2306,2306,15,4,0.25,1,True
2307,2307,15,4,0.35,1,True
2308,2308,15,4,0.05,2,True
2309,2309,15,4,0.15,2,True
2310,2310,15,4,0.25,2,True
2311,2311,15,4,0.35,2,True
2312,2312,15,4,0.05,3,True
2313,2313,15,4,0.15,3,True
2314,2314,15,4,0.25,3,True
2315,2315,15,4,0.35,3,True
2316,2316,15,4,0.05,4,True
2317,2317,15,4,0.15,4,True
2318,2318,15,4,0.25,4,True
2319,2319,15,4,0.35,4,True
2320,2320,15,5,0.05,1,True
2321,2321,15,5,0.15,1,True
2322,2322,15,5,0.25,1,True
2323,2323,15,5,0.35,1,True
2324,2324,15,5,0.05,2,True
2325,2325,15,5,0.15,2,True
2326,2326,15,5,0.25,2,True
2327,2327,15,5,0.35,2,True
2328,2328,15,5,0.05,3,True
2329,2329,15,5,0.15,3,True
2330,2330,15,5,0.25,3,True
2331,2331,15,5,0.35,3,True
2332,2332,15,5,0.05,4,True
2333,2333,15,5,0.15,4,True
2334,2334,15,5,0.25,4,True
2335,2335,15,5,0.35,4,True
2336,2336,15,6,0.05,1,True
2337,2337,15,6,0.15,1,True
2338,2338,15,6,0.25,1,True
2339,2339,15,6,0.35,1,True
2340,2340,15,6,0.05,2,True
2341,2341,15,6,0.15,2,True
2342,2342,15,6,0.25,2,True
2343,2343,15,6,0.35,2,True
2344,2344,15,6,0.05,3,True
2345,2345,15,6,0.15,3,True
2346,2346,15,6,0.25,3,True
2347,2347,15,6,0.35,3,True
2348,2348,15,6,0.05,4,True
2349,2349,15,6,0.15,4,True
2350,2350,15,6,0.25,4,True
2351,2351,15,6,0.35,4,True
2352,2352,15,7,0.05,1,True
2353,2353,15,7,0.15,1,True
2354,2354,15,7,0.25,1,True
2355,2355,15,7,0.35,1,True
2356,2356,15,7,0.05,2,True
2357,2357,15,7,0.15,2,True
2358,2358,15,7,0.25,2,True
2359,2359,15,7,0.35,2,True
2360,2360,15,7,0.05,3,True
2361,2361,15,7,0.15,3,True
2362,2362,15,7,0.25,3,True
2363,2363,15,7,0.35,3,True
2364,2364,15,7,0.05,4,True
2365,2365,15,7,0.15,4,True
2366,2366,15,7,0.25,4,True
2367,2367,15,7,0.35,4,True
2368,2368,15,8,0.05,1,True
2369,2369,15,8,0.15,1,True
2370,2370,15,8,0.25,1,True
2371,2371,15,8,0.35,1,True
2372,2372,15,8,0.05,2,True
2373,2373,15,8,0.15,2,True
2374,2374,15,8,0.25,2,True
2375,2375,15,8,0.35,2,True
2376,2376,15,8,0.05,3,True
2377,2377,15,8,0.15,3,True
2378,2378,15,8,0.25,3,True
2379,2379,15,8,0.35,3,True
2380,2380,15,8,0.05,4,True
2381,2381,15,8,0.15,4,True
2382,2382,15,8,0.25,4,True
2383,2383,15,8,0.35,4,True
2384,2384,15,9,0.05,1,True
2385,2385,15,9,0.15,1,True
2386,2386,15,9,0.25,1,True
2387,2387,15,9,0.35,1,True
2388,2388,15,9,0.05,2,True
2389,2389,15,9,0.15,2,True
2390,2390,15,9,0.25,2,True
2391,2391,15,9,0.35,2,True
2392,2392,15,9,0.05,3,True
2393,2393,15,9,0.15,3,True
2394,2394,15,9,0.25,3,True
2395,2395,15,9,0.35,3,True
2396,2396,15,9,0.05,4,True
2397,2397,15,9,0.15,4,False
2398,2398,15,9,0.25,4,False
2399,2399,15,9,0.35,4,False
2400,2400,16,0,0.05,1,True
2401,2401,16,0,0.15,1,True
2402,2402,16,0,0.25,1,True
2403,2403,16,0,0.35,1,True
2404,2404,16,0,0.05,2,True
2405,2405,16,0,0.15,2,True
2406,2406,16,0,0.25,2,True
2407,2407,16,0,0.35,2,True
2408,2408,16,0,0.05,3,True
2409,2409,16,0,0.15,3,True
2410,2410,16,0,0.25,3,True
2411,2411,16,0,0.35,3,True
2412,2412,16,0,0.05,4,True
2413,2413,16,0,0.15,4,True
2414,2414,16,0,0.25,4,True
2415,2415,16,0,0.35,4,True
2416,2416,16,1,0.05,1,True
2417,2417,16,1,0.15,1,True
2418,2418,16,1,0.25,1,True
2419,2419,16,1,0.35,1,True
2420,2420,16,1,0.05,2,True
2421,2421,16,1,0.15,2,True
2422,2422,16,1,0.25,2,True
2423,2423,16,1,0.35,2,True
2424,2424,16,1,0.05,3,True
2425,2425,16,1,0.15,3,True
2426,2426,16,1,0.25,3,True
2427,2427,16,1,0.35,3,True
2428,2428,16,1,0.05,4,True
